customer_id,company_name,contact_name,email,phone,address,city,state,zip,country,segment,credit_limit,payment_terms,account_status,created_date,_ingested_at
CUST-000113,Wagner-Sandoval,Lindsay Mahoney,andrea55@duran-jordan.com,+1-239-283-6845x776,082 Smith Forges Apt. 504,North Benjamin,MI,20962,US,ENTERPRISE,250000,NET30,INACTIVE,2022-07-03,2026-04-30T04:36:50.726872
CUST-000114,Richardson-Perkins,Robert Davis,ncarroll@jones.info,001-891-894-0961x055,90604 Luis Port,West Wayne,IN,20580,US,ENTERPRISE,100000,NET15,INACTIVE,2021-10-02,2026-04-30T04:36:50.726872
CUST-000115,"Dennis, Long and Griffin",Kathy Walker,kristie22@miller-duncan.com,+1-964-516-8622,9389 John Grove Suite 591,Lake Robertstad,MI,25468,US,GOVERNMENT,25000,COD,INACTIVE,2024-01-20,2026-04-30T04:36:50.726872
CUST-000116,Wheeler-Johnson,William Jensen,chanson@glass.com,+1-952-911-0392x40514,3833 Dunn Road,Lake Holly,AK,49863,US,ENTERPRISE,100000,NET60,ACTIVE,2026-04-14,2026-04-30T04:36:50.726872
CUST-000117,"Rose, Scott and Brown",Michael Nelson,apena@price.com,904-363-6815,87800 Sandra Inlet,Tracyburgh,AK,45954,US,GOVERNMENT,250000,COD,INACTIVE,2024-04-26,2026-04-30T04:36:50.726872
CUST-000118,Garrett-Young,Kathryn Cain,natasha08@perez-peterson.biz,+1-721-968-9363x92649,29832 Barker Pine,South Wendy,WI,19526,US,WHOLESALE,100000,PREPAID,ACTIVE,2026-02-16,2026-04-30T04:36:50.726872
CUST-000119,Stewart PLC,Michelle White,jessicacannon@ali-turner.com,(531)522-0994,051 Anderson Vista,Josephstad,HI,51286,US,GOVERNMENT,100000,NET30,ACTIVE,2025-07-03,2026-04-30T04:36:50.726872
CUST-000120,Taylor-Lee,Phillip Smith,stephanie33@jones.org,257.336.6096x5699,0388 Terrell Canyon Suite 803,Scottport,WI,37976,US,ENTERPRISE,10000,COD,SUSPENDED,2025-04-01,2026-04-30T04:36:50.726872
CUST-000121,Henderson PLC,Melissa Mckee,cgallegos@sharp.com,001-398-626-6570x27937,211 Jasmin Roads Suite 186,South Andrea,AZ,22899,US,ECOMMERCE,250000,NET15,ACTIVE,2024-03-05,2026-04-30T04:36:50.726872
CUST-000122,"Savage, Huffman and Martin",Randy Williams,kyle74@white.com,+1-940-977-7809x733,1990 Nicole Harbors Apt. 022,Lake Michaelberg,PR,04751,US,GOVERNMENT,50000,NET60,SUSPENDED,2026-03-30,2026-04-30T04:36:50.726872
CUST-000123,"Evans, Knapp and Williams",Christopher Powers,tammycurry@huynh-davis.com,856-516-8147x21458,019 Timothy Spurs,Ronaldmouth,KS,69365,US,GOVERNMENT,250000,NET60,INACTIVE,2026-03-20,2026-04-30T04:36:50.726872
CUST-000124,"Gomez, Anderson and Hart",Lynn Vasquez,nicolehall@krause-smith.com,513.696.6055x830,44885 Daniel Isle Suite 699,Port Gregorymouth,MP,44795,US,RETAIL,25000,PREPAID,INACTIVE,2025-05-26,2026-04-30T04:36:50.726872
CUST-000125,Robles-Brewer,Mr. Steven Herrera,steven60@evans.net,7398551240,962 Michelle Terrace,Janetmouth,VT,04646,US,ECOMMERCE,25000,NET30,ACTIVE,2023-08-20,2026-04-30T04:36:50.726872
CUST-000126,Miller-Wiley,Ronald Turner,gregory50@gentry.net,7784235784,230 Hughes Way,North Larryton,TX,78395,US,ENTERPRISE,10000,NET60,ACTIVE,2022-01-24,2026-04-30T04:36:50.726872
CUST-000127,Owens-Williams,Mary Edwards,danielle35@lee.net,771-742-2410x98813,49321 Austin Junction Suite 020,Bergerton,CT,50780,US,RETAIL,5000,NET60,ACTIVE,2021-10-13,2026-04-30T04:36:50.726872
CUST-000128,Simmons and Sons,Stephanie Soto,tjensen@roth-marquez.net,979-921-7174,29456 Holly Shores,Kristinamouth,NH,64399,US,ECOMMERCE,5000,COD,ACTIVE,2021-08-01,2026-04-30T04:36:50.726872
CUST-000129,Alvarez LLC,Ryan Campbell,cassandra28@sullivan.com,981-848-7696x39382,3966 Stephens Freeway,Lake Elizabeth,WA,93812,US,ECOMMERCE,10000,COD,ACTIVE,2026-03-17,2026-04-30T04:36:50.726872
CUST-000130,Wilson-Carlson,Brent Wallace,stephanie19@jennings.biz,970-513-2902x27846,549 Sellers Mews,Veronicashire,AL,80650,US,GOVERNMENT,10000,NET60,INACTIVE,2025-08-31,2026-04-30T04:36:50.726872
CUST-000131,Abbott-Phelps,Steven Faulkner,warnerlori@rodriguez-campbell.com,569.465.6666,38656 Keith Well Apt. 201,East Jenniferfort,TN,57744,US,RETAIL,5000,COD,ACTIVE,2022-06-24,2026-04-30T04:36:50.726872
CUST-000132,Taylor Group,Stephanie Dominguez,dhanson@coleman.com,(869)709-7384,97519 Nixon Common,Lake Jessica,PR,98881,US,WHOLESALE,250000,PREPAID,ACTIVE,2023-09-14,2026-04-30T04:36:50.726872
CUST-000133,Black-Mills,Danielle Mccoy,suttonamber@edwards.com,678.679.5654x4209,792 Diana Highway,West Toddberg,NY,10575,US,RETAIL,100000,NET60,ACTIVE,2023-09-09,2026-04-30T04:36:50.726872
CUST-000134,Anderson-Campbell,Alexis Rodriguez,reneestevenson@griffin.com,928.405.1292x7663,504 Brian Mountain,Alvarezfort,WA,99123,US,GOVERNMENT,10000,COD,INACTIVE,2025-11-08,2026-04-30T04:36:50.726872
CUST-000135,James Ltd,Dennis Moreno,zsmith@reyes-stewart.net,+1-801-985-6945x44149,938 Byrd Falls,Amytown,MP,09407,US,ECOMMERCE,100000,PREPAID,ACTIVE,2021-06-05,2026-04-30T04:36:50.726872
CUST-000136,Davis-Garcia,Daniel Campbell,austinharvey@mays.com,+1-611-919-2692x124,746 Scott Tunnel,West Kimberlyfurt,MS,44102,US,GOVERNMENT,100000,PREPAID,ACTIVE,2021-11-01,2026-04-30T04:36:50.726872
CUST-000137,Sosa-Baker,John Mcfarland,fwhite@thomas.com,+1-917-441-0119x470,64256 Zachary Trail,Mendozafurt,PR,95890,US,ECOMMERCE,50000,NET60,INACTIVE,2021-12-02,2026-04-30T04:36:50.726872
CUST-000138,"Perez, Cruz and Norris",Barbara Nichols,mathew46@chen.com,(685)817-4328x063,571 Moss Dam,East Anthonyshire,IA,64625,US,GOVERNMENT,50000,NET15,ACTIVE,2024-08-18,2026-04-30T04:36:50.726872
CUST-000139,Sparks Ltd,Joseph Flowers,blevy@morgan.com,(213)987-8293x1027,20204 Stephen Extension,Port Lisaville,NM,78485,US,ENTERPRISE,100000,COD,INACTIVE,2023-03-15,2026-04-30T04:36:50.726872
CUST-000140,Brock Group,Russell Rojas,rnguyen@gardner.com,001-909-525-1142x62582,19620 Miller Avenue,North Jasmine,OR,37690,US,WHOLESALE,25000,COD,ACTIVE,2024-11-12,2026-04-30T04:36:50.726872
CUST-000141,"Aguirre, Barton and Schwartz",Mark Mills,lallen@holt.org,345-760-8331,3403 Laura Spur,Jimenezburgh,TN,06152,US,ENTERPRISE,10000,NET15,ACTIVE,2021-10-13,2026-04-30T04:36:50.726872
CUST-000142,"Diaz, Clark and King",Stefanie Chavez,yangsara@moore.info,511.337.9956x35315,636 Charles Prairie,Brownchester,FL,28834,US,ENTERPRISE,100000,NET30,ACTIVE,2025-03-12,2026-04-30T04:36:50.726872
CUST-000143,Hughes and Sons,Cory Howard,james20@carroll.info,562.353.4929x298,739 Hood Harbors Apt. 633,Ryanbury,MH,78065,US,WHOLESALE,10000,COD,INACTIVE,2022-08-04,2026-04-30T04:36:50.726872
CUST-000144,"Villanueva, Butler and Williams",Morgan Gordon MD,zmendoza@nicholson.net,001-206-932-5431x07427,62570 Paul Spurs Suite 804,Mullinsside,OK,27652,US,WHOLESALE,250000,NET60,ACTIVE,2022-01-05,2026-04-30T04:36:50.726872
CUST-000145,"Gilmore, Fitzgerald and Brown",Megan Barron,reyessteven@diaz.net,001-518-732-5381x793,8640 Nathan Mission Suite 881,Mckinneyside,MH,38808,US,GOVERNMENT,50000,NET15,SUSPENDED,2025-03-03,2026-04-30T04:36:50.726872
CUST-000146,"Richardson, Nunez and Steele",Sonya Lopez,zmiller@roberts.com,(641)827-2380,5670 Lopez Brooks,Port Stacey,SD,44525,US,GOVERNMENT,50000,NET30,ACTIVE,2024-10-29,2026-04-30T04:36:50.726872
CUST-000147,"Cooper, Lucas and Nguyen",Melissa Wilkinson,kellis@villanueva.com,437-654-0254x729,22310 Andrews Mill,Mikeborough,OH,93186,US,GOVERNMENT,50000,PREPAID,INACTIVE,2021-08-14,2026-04-30T04:36:50.726872
CUST-000148,"Stewart, Cooper and Watson",Carla Turner,sullivanvictor@gould.com,9887547492,702 Kyle Locks,South Michael,MD,07714,US,RETAIL,100000,COD,ACTIVE,2022-12-26,2026-04-30T04:36:50.726872
CUST-000149,"Fox, Harrington and Wang",Bradley Atkinson,daughertypreston@stewart-jacobs.com,+1-356-526-5650x45547,674 Linda Manors Suite 299,East Jaredfort,VI,69353,US,RETAIL,25000,NET15,ACTIVE,2024-03-06,2026-04-30T04:36:50.726872
CUST-000150,Fitzpatrick PLC,Ann Ortiz,robert87@bradley.biz,487-604-9478x7300,714 White Spurs Apt. 014,Gambleland,PA,98223,US,GOVERNMENT,100000,PREPAID,SUSPENDED,2024-05-26,2026-04-30T04:36:50.726872
CUST-000151,"Castillo, Graham and Scott",Valerie Cardenas,william90@martin-brown.com,325.520.4565x044,92855 Nelson Square,Codyshire,MI,19338,US,WHOLESALE,50000,NET60,ACTIVE,2021-06-08,2026-04-30T04:36:50.726872
CUST-000152,Holmes LLC,Jennifer Mccall,curtismoore@decker.org,001-788-681-6711x207,79852 Johnson Via Apt. 322,West David,DC,10803,US,GOVERNMENT,50000,NET30,ACTIVE,2024-12-08,2026-04-30T04:36:50.726872
CUST-000153,"Hines, Rodriguez and Smith",Mr. Craig Johnson,harrisonrebekah@jones.com,001-711-793-9325x01249,938 Cory Prairie,New Jayborough,LA,23015,US,ENTERPRISE,250000,COD,INACTIVE,2025-11-22,2026-04-30T04:36:50.726872
CUST-000154,Beltran Inc,Tami York,lrichardson@gonzales.com,(466)938-3615x171,480 Mark Crescent Suite 479,Gloriamouth,IN,73103,US,WHOLESALE,50000,NET60,SUSPENDED,2024-10-15,2026-04-30T04:36:50.726872
CUST-000155,Mercer-Patterson,Stephanie Lang,harry71@kim-barrett.com,526-769-1215,613 Hardy Harbors,Katelynfurt,MI,62868,US,ECOMMERCE,5000,COD,SUSPENDED,2024-10-06,2026-04-30T04:36:50.726872
CUST-000156,Dixon-Hernandez,Bryan Burns,courtneytaylor@rojas.info,+1-902-569-5249x91187,778 Daniels Valleys Apt. 061,Colefurt,NV,60749,US,ECOMMERCE,250000,NET30,ACTIVE,2021-08-18,2026-04-30T04:36:50.726872
CUST-000157,Thompson Ltd,Elizabeth Mccarthy,tjordan@price.info,+1-888-797-7828x06479,0090 Mary Keys Apt. 561,Reedstad,MT,46542,US,GOVERNMENT,10000,COD,ACTIVE,2021-10-21,2026-04-30T04:36:50.726872
CUST-000158,"Sanchez, Young and Collins",Michael Melton,morganandrew@johnson-barrett.biz,001-886-840-7905,171 Matthew Parkway Suite 294,Taraborough,NM,83789,US,RETAIL,25000,COD,ACTIVE,2021-12-19,2026-04-30T04:36:50.726872
CUST-000159,"Lewis, Baker and Evans",Regina Weber,robbinsbelinda@rogers.info,(935)414-8468x53664,829 Lewis View,Adamsside,AS,81034,US,WHOLESALE,50000,NET15,ACTIVE,2025-01-05,2026-04-30T04:36:50.726872
CUST-000160,"Barber, Brown and Gonzalez",David Francis,megan65@walters.com,924-993-6312x3034,0324 Anthony Turnpike Suite 820,Caseyton,VI,11501,US,GOVERNMENT,25000,COD,ACTIVE,2023-12-30,2026-04-30T04:36:50.726872
CUST-000161,"Evans, Brown and Friedman",Megan Blackwell,uhahn@young.net,389-784-7139,636 Drew Extensions Apt. 476,Michelleton,NM,70423,US,RETAIL,50000,NET30,INACTIVE,2024-07-06,2026-04-30T04:36:50.726872
CUST-000162,"Fry, Stewart and Coleman",Tracey Suarez,michaelbaldwin@smith-rasmussen.org,5039486451,64413 Clark Estates Suite 560,Michellefort,NJ,97093,US,ECOMMERCE,5000,NET15,ACTIVE,2024-11-02,2026-04-30T04:36:50.726872
CUST-000163,Love-Mcdowell,Samantha Hale,bellcarrie@rojas.com,+1-527-420-6345x9112,7724 Grace Views Suite 431,Richardsonfurt,FM,49957,US,RETAIL,250000,NET30,ACTIVE,2026-03-06,2026-04-30T04:36:50.726872
CUST-000164,Smith Inc,Maria Sims,mccannjames@christian.org,321-552-9108x677,44762 Gates Rapid,Port Justin,TX,25321,US,WHOLESALE,10000,NET30,SUSPENDED,2024-11-18,2026-04-30T04:36:50.726872
CUST-000165,Ortiz and Sons,William Young,xsolomon@sutton.com,963-766-9411x80053,48964 Lambert Curve,New Harryburgh,NY,65098,US,WHOLESALE,10000,NET60,ACTIVE,2024-03-17,2026-04-30T04:36:50.726872
CUST-000166,Anderson-Stewart,Brenda Wilson,goodvictor@adkins-howe.com,294-585-6257x287,32074 Janice Mews,South Billystad,VT,74013,US,RETAIL,100000,NET60,ACTIVE,2025-06-14,2026-04-30T04:36:50.726872
CUST-000167,Vasquez-Singleton,Becky Davis,henry28@elliott-alvarado.com,001-308-792-6137,1659 Mary Drives,North Stevefort,NH,82860,US,ENTERPRISE,25000,NET60,SUSPENDED,2023-08-13,2026-04-30T04:36:50.726872
CUST-000168,"Barrett, Rivera and Williams",Jody Meza,jasonwilliams@campbell.net,+1-861-864-2361x032,214 Owen Street Suite 925,Port Michaelborough,NM,58886,US,ECOMMERCE,250000,NET30,ACTIVE,2024-08-16,2026-04-30T04:36:50.726872
CUST-000169,Adams-Burke,Jay Richardson,ryansimmons@palmer.com,+1-427-688-1476x1742,649 Andrea Cape,New Rogerville,NH,87120,US,ENTERPRISE,5000,PREPAID,ACTIVE,2026-02-28,2026-04-30T04:36:50.726872
CUST-000170,Kelly-Richards,Alexis Yang,lwhite@williams-butler.com,897-279-4523x21941,1027 Holt Ways,Turnerstad,UT,88817,US,ENTERPRISE,100000,COD,ACTIVE,2024-09-07,2026-04-30T04:36:50.726872
CUST-000171,Miller-Taylor,Robert Horton,micheleclark@thomas.net,414.472.7601,7079 James Port Suite 050,Lake Melaniechester,MT,65473,US,WHOLESALE,5000,PREPAID,INACTIVE,2026-03-31,2026-04-30T04:36:50.726872
CUST-000172,"Simon, Duarte and Johnson",Jose Hardy,dhall@smith.com,+1-967-717-9576x0243,83959 Anderson Hill Suite 657,New Jared,UT,98707,US,WHOLESALE,5000,NET15,INACTIVE,2022-01-21,2026-04-30T04:36:50.726872
CUST-000173,"Webb, Thompson and Moore",Ricky Hahn MD,jasonwilliams@howard.com,+1-922-680-1561x93183,0842 Jasmine Mill Suite 119,Port Annahaven,CT,22396,US,ECOMMERCE,5000,PREPAID,ACTIVE,2022-04-30,2026-04-30T04:36:50.726872
CUST-000174,Bartlett and Sons,Michelle Gill,goconnor@holland.com,437-360-3754,6532 Cobb Dam Suite 667,Sherrymouth,FL,01804,US,ENTERPRISE,100000,COD,INACTIVE,2025-09-22,2026-04-30T04:36:50.726872
CUST-000175,Miller LLC,Raymond Hamilton,qmalone@hernandez.net,966-584-5504x8926,563 Miller Plain Suite 628,Jasonhaven,OH,41428,US,ENTERPRISE,5000,PREPAID,INACTIVE,2025-10-04,2026-04-30T04:36:50.726872
CUST-000176,Sherman-Moore,Robert Vargas,marilyntorres@benitez-rodriguez.com,(748)551-0174x907,4492 Stone Gateway,West Zacharyborough,GU,47853,US,ENTERPRISE,5000,COD,ACTIVE,2025-03-10,2026-04-30T04:36:50.726872
CUST-000177,Thomas Group,Angela Brown,thomasgriffin@rhodes-powell.net,964.497.6776x22827,377 Julie Points,Sandraville,PA,54059,US,RETAIL,50000,NET15,INACTIVE,2022-04-06,2026-04-30T04:36:50.726872
CUST-000178,Wood LLC,Christian Watson,kevin70@thomas.biz,7443327018,7949 Mccullough Tunnel,Alvarezberg,WV,18657,US,GOVERNMENT,250000,NET60,ACTIVE,2025-08-14,2026-04-30T04:36:50.726872
CUST-000179,"Murray, Cole and Cole",Erika Marsh,zhughes@weaver-rubio.info,001-241-520-9481x8139,018 Suzanne Harbor Apt. 397,Port Amandamouth,MO,77688,US,WHOLESALE,250000,PREPAID,INACTIVE,2021-09-15,2026-04-30T04:36:50.726872
CUST-000180,Atkins-Johnson,Jason Heath,patrick11@weaver.com,(741)424-6209,046 Luke Loop,Jonathanville,AR,27050,US,ENTERPRISE,100000,PREPAID,ACTIVE,2023-05-13,2026-04-30T04:36:50.726872
CUST-000181,"Willis, Vasquez and Goodwin",Brian Brown,etran@johnson-schultz.com,589-413-8249x671,238 Ali Point Suite 007,Deniseburgh,AL,08388,US,GOVERNMENT,50000,PREPAID,ACTIVE,2025-06-05,2026-04-30T04:36:50.726872
CUST-000182,Harper-Franco,Gregory Chen,brandon89@turner.com,(684)963-9855,55379 Smith Square Apt. 097,North Emilychester,OH,91791,US,ENTERPRISE,10000,NET30,ACTIVE,2025-06-26,2026-04-30T04:36:50.726872
CUST-000183,Medina-Cobb,Angela Johnson,wchambers@carey-howard.com,001-601-575-3703x04531,5047 Adrian View,Rodriguezview,OK,66079,US,GOVERNMENT,10000,COD,SUSPENDED,2025-07-11,2026-04-30T04:36:50.726872
CUST-000184,Arnold Ltd,Megan Morrison,cameronanderson@anderson.com,843.608.9487x06056,877 Holmes Cape,North Joshua,MT,70285,US,ECOMMERCE,250000,COD,ACTIVE,2025-02-21,2026-04-30T04:36:50.726872
CUST-000185,Smith-Lee,Kenneth Johnson,tiffanycoleman@stark.com,541-710-7609x54317,8319 Duran Road,Rileyland,AR,04871,US,RETAIL,50000,NET15,ACTIVE,2024-07-14,2026-04-30T04:36:50.726872
CUST-000186,Wu-Steele,Amy Lang,turnerconnie@garcia.net,2469619639,6991 Curtis Spring Apt. 785,North Curtis,PA,93994,US,GOVERNMENT,10000,NET15,ACTIVE,2021-11-24,2026-04-30T04:36:50.726872
CUST-000187,"Clarke, Lee and Berry",Dawn Fisher,ilopez@brown.org,(285)449-8227x49545,88065 Tiffany Route,Port Casey,ID,88038,US,ENTERPRISE,25000,PREPAID,INACTIVE,2025-05-16,2026-04-30T04:36:50.726872
CUST-000188,"Holt, Mcdonald and Schwartz",Kylie Rogers,robert21@walter-lozano.info,703.837.9337,2050 Michael Point,East Kellyborough,SC,77268,US,ENTERPRISE,100000,NET30,SUSPENDED,2024-05-21,2026-04-30T04:36:50.726872
CUST-000189,Hester and Sons,Christopher Mcclure,matthewspencer@gonzalez.com,502-761-5347,289 Johns Circles Apt. 223,New Nicholas,MN,42175,US,WHOLESALE,5000,NET60,INACTIVE,2024-12-23,2026-04-30T04:36:50.726872
CUST-000190,"Sanchez, Williams and Jensen",Joseph Clarke,john42@schmitt.com,791.928.6857x8725,4969 Jamie Flats Suite 363,Ronaldfurt,OK,21106,US,GOVERNMENT,50000,PREPAID,ACTIVE,2024-07-04,2026-04-30T04:36:50.726872
CUST-000191,Pierce-Taylor,Jeremy Bell,marshallchristine@hayes-reynolds.com,354.660.2734x1514,11508 Matthew Spring,Johnview,ID,92990,US,GOVERNMENT,250000,COD,ACTIVE,2022-07-01,2026-04-30T04:36:50.726872
CUST-000192,"Singh, Gaines and Smith",Rodney Logan,lbautista@smith.com,(733)537-3898x7751,637 Farrell Burgs Suite 292,Sherrytown,NM,86857,US,RETAIL,5000,NET15,ACTIVE,2024-05-04,2026-04-30T04:36:50.726872
CUST-000193,Perez-Simmons,Pamela Vaughn,mark09@weeks.com,001-899-596-6361,59741 Damon Plaza Apt. 097,East Jamesfurt,LA,27487,US,GOVERNMENT,250000,NET60,ACTIVE,2023-04-23,2026-04-30T04:36:50.726872
CUST-000194,Keller-Jones,Joseph Jackson,hmyers@herrera.com,(932)634-6729x9493,27169 Alicia Port,Stevensshire,AZ,97139,US,ECOMMERCE,25000,COD,SUSPENDED,2022-02-06,2026-04-30T04:36:50.726872
CUST-000195,Lucas-Ellison,Ryan Sparks,zaustin@perry.org,001-667-362-9160x3248,6815 Karina Parkways,Robertburgh,KS,27681,US,ECOMMERCE,25000,COD,INACTIVE,2025-08-18,2026-04-30T04:36:50.726872
CUST-000196,Murray Inc,Megan Murray,julie36@smith.com,277-371-1837x27422,1862 Emily Branch,Ericstad,HI,28900,US,ECOMMERCE,25000,NET15,INACTIVE,2021-08-14,2026-04-30T04:36:50.726872
CUST-000197,"Patel, Ramos and Williams",Kelly Bates,myerskyle@george.biz,001-533-353-3106x00531,206 Lisa Islands,New Jamie,ND,52282,US,GOVERNMENT,25000,NET15,ACTIVE,2024-12-18,2026-04-30T04:36:50.726872
CUST-000198,Hall Inc,Christopher Morales,alexander37@jones.org,(601)336-4971x892,625 Cynthia Spurs Suite 715,New Rhondamouth,MS,67482,US,WHOLESALE,5000,NET60,ACTIVE,2023-04-21,2026-04-30T04:36:50.726872
CUST-000199,"Matthews, Mcneil and Hall",Stephanie Parker,ntodd@brown.info,232-863-0397x5245,35533 Rebecca Shores Apt. 396,Isaiahtown,CA,64941,US,RETAIL,250000,PREPAID,INACTIVE,2021-12-02,2026-04-30T04:36:50.726872
CUST-000200,Williams and Sons,Beth Thompson,joelmiller@mcdonald.biz,(993)344-9734,6277 Wagner Street Suite 270,Simmonsland,WV,39852,US,WHOLESALE,10000,NET60,INACTIVE,2025-11-23,2026-04-30T04:36:50.726872
CUST-000201,Tran and Sons,John Chavez,ehart@cook.info,823.800.8576,7491 Dyer Crossing Suite 923,Kruegerstad,NY,93447,US,GOVERNMENT,25000,PREPAID,SUSPENDED,2025-06-25,2026-04-30T04:36:50.726872
CUST-000202,"Barker, Horton and Curtis",Nancy Allen,dorseymichael@rhodes.com,+1-872-343-9920x116,2644 Willis Street,Goodwinland,CT,83886,US,ECOMMERCE,25000,NET30,ACTIVE,2026-03-13,2026-04-30T04:36:50.726872
CUST-000203,Olsen-Adams,Paul Hale,benitezlisa@davis.biz,964.562.2522x37281,02346 Sims Road,Port Danaland,LA,11734,US,ENTERPRISE,10000,NET15,ACTIVE,2024-07-15,2026-04-30T04:36:50.726872
CUST-000204,Hill LLC,David Washington,smithjoseph@ortega.com,780.869.8477,5535 Gray Centers Suite 510,Harrellfurt,VA,18702,US,ENTERPRISE,5000,PREPAID,ACTIVE,2021-07-17,2026-04-30T04:36:50.726872
CUST-000205,"Martinez, Schmidt and Tapia",Danielle Hayes,qrobertson@smith.com,3507573976,1649 Jennifer Ways Apt. 271,Marisaside,VI,61685,US,ENTERPRISE,5000,NET30,SUSPENDED,2022-10-03,2026-04-30T04:36:50.726872
CUST-000206,Friedman-Olson,Dana Jackson,garciavictoria@martin.biz,001-343-747-1287x15399,686 Jeffrey Crescent Suite 111,Joyborough,WA,15719,US,ENTERPRISE,250000,NET60,INACTIVE,2026-03-13,2026-04-30T04:36:50.726872
CUST-000207,Anderson-Edwards,Norman Collins,melaniewhitney@wise-salinas.com,999.431.6087x52437,09548 Joshua Vista Suite 374,Brownmouth,FL,94448,US,GOVERNMENT,5000,NET30,SUSPENDED,2023-02-12,2026-04-30T04:36:50.726872
CUST-000208,"Michael, Walker and Fitzgerald",Patty Gates,qevans@ritter.biz,467-756-6184x43861,472 Scott Orchard,Phyllisborough,IL,98592,US,ENTERPRISE,50000,COD,ACTIVE,2022-12-27,2026-04-30T04:36:50.726872
CUST-000209,"Curtis, Cox and Chase",Richard Garrison,bclements@skinner.info,(501)285-9626,67492 Parsons Underpass,Port Stevenfurt,KY,83382,US,ENTERPRISE,10000,NET30,ACTIVE,2025-02-09,2026-04-30T04:36:50.726872
CUST-000210,Smith-Wilson,Martin Kerr,andrewberry@mendoza.org,(367)464-9215,068 Brown Villages Apt. 312,North Angela,AS,41696,US,GOVERNMENT,5000,NET30,ACTIVE,2022-05-16,2026-04-30T04:36:50.726872
CUST-000211,Anderson and Sons,Anita Scott,millerdavid@cox-stephens.biz,+1-703-540-8487x29758,030 Donald Walks,East Carrie,IL,78067,US,GOVERNMENT,5000,PREPAID,INACTIVE,2024-05-18,2026-04-30T04:36:50.726872
CUST-000212,Anderson-Dean,David James,ricardomiller@rhodes-bentley.com,+1-431-843-5989,6609 Chris Crossing,Lake Amyland,MA,84410,US,RETAIL,10000,NET60,SUSPENDED,2022-01-30,2026-04-30T04:36:50.726872
CUST-000213,Blankenship-Strickland,Robert Hill,bennetttanya@lynn-patton.com,(684)697-1859,25625 Woods Crossroad,Alberthaven,VT,20881,US,ENTERPRISE,5000,NET60,ACTIVE,2022-05-26,2026-04-30T04:36:50.726872
CUST-000214,Gray Ltd,Thomas Fowler,jasmine39@mann-white.com,384.346.8341x465,312 Christopher Heights,Stokestown,NE,89241,US,ECOMMERCE,50000,PREPAID,SUSPENDED,2025-08-26,2026-04-30T04:36:50.726872
CUST-000215,"Taylor, Jimenez and Jennings",Kim Martinez,jensenrhonda@smith.com,489.309.7283,85067 Jackson Creek Suite 381,Kevinport,KS,28427,US,ECOMMERCE,10000,PREPAID,ACTIVE,2021-05-05,2026-04-30T04:36:50.726872
CUST-000216,"Welch, Long and Leblanc",Tina Robertson,wallspatricia@brown-smith.info,345-410-5265x01673,70243 Foster Hills Suite 628,Danielmouth,TN,58088,US,GOVERNMENT,50000,NET15,SUSPENDED,2022-09-13,2026-04-30T04:36:50.726872
CUST-000217,Gomez Group,Stephen Fletcher,lopezbilly@fisher-rivera.com,(437)741-6787,621 Laura Crossroad Apt. 580,North Erika,MA,56818,US,GOVERNMENT,25000,PREPAID,SUSPENDED,2021-05-23,2026-04-30T04:36:50.726872
CUST-000218,Castillo-Campbell,Jeffrey Williamson,johnwang@gamble-wright.biz,571.389.2392,0432 Smith Flats,Port Brentchester,NC,40667,US,RETAIL,100000,NET30,ACTIVE,2023-04-18,2026-04-30T04:36:50.726872
CUST-000219,Rogers Group,Jeffery Williams,adamsjuan@dawson-wright.com,(300)805-3474,7554 Collin Bridge,West Michael,AS,47868,US,WHOLESALE,25000,NET30,ACTIVE,2025-10-28,2026-04-30T04:36:50.726872
CUST-000220,"Watson, Santos and Clark",Stephen Anderson,williamstanya@roth.com,289-454-7382,8485 West Stravenue,South Carloschester,NC,66544,US,WHOLESALE,10000,PREPAID,ACTIVE,2021-07-05,2026-04-30T04:36:50.726872
CUST-000221,Greene Ltd,Donna Sosa,bauerheather@olsen.net,627-586-8669,29390 Gordon Stravenue,Kevinbury,LA,93333,US,WHOLESALE,5000,COD,ACTIVE,2023-08-11,2026-04-30T04:36:50.726872
CUST-000222,"Wilson, Walker and Ferguson",Mark Mcmahon,sara40@whitney.com,8596551842,05342 Bonilla Plain Apt. 649,Port Scott,MD,35732,US,ECOMMERCE,50000,NET15,ACTIVE,2023-01-22,2026-04-30T04:36:50.726872
CUST-000223,"Soto, Garrison and Foster",Nicholas Hamilton,racheldavis@stevens.com,001-572-340-4226,63761 Jessica Valley,New Coryfurt,AK,14923,US,WHOLESALE,25000,NET15,INACTIVE,2021-06-10,2026-04-30T04:36:50.726872
CUST-000224,"Michael, Anderson and Carrillo",Todd Greene,rosariodaniel@meyers.com,397.224.5723x0848,84186 Aaron Fork,East Ronaldberg,MI,86400,US,GOVERNMENT,5000,NET60,ACTIVE,2023-10-07,2026-04-30T04:36:50.726872
CUST-000225,Dorsey Ltd,Stephen Carson,vasquezvicki@garcia.com,495-815-1092,262 Weber Heights Suite 147,Sarahland,WY,00786,US,ECOMMERCE,250000,NET60,ACTIVE,2022-08-03,2026-04-30T04:36:50.726872
CUST-000226,"Thomas, Hernandez and Griffin",Vanessa Briggs,lanesusan@thomas-morris.com,(765)457-6769,6878 Patel View,South Christopher,VT,55792,US,RETAIL,100000,NET60,INACTIVE,2025-10-22,2026-04-30T04:36:50.726872
