order_id,customer_id,warehouse_id,order_date,required_date,status,priority,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,notes,total_lines,order_value,created_by,_ingested_at
ORD-00009586,CUST-000274,WH-CEN-08,2025-10-09,2025-11-08,SHIPPED,STANDARD,34068 Green Shoals Suite 525,Michaelfurt,GU,79227,,1,34425.3,EMP-00182,2026-04-30T04:36:50.726872
ORD-00009587,CUST-000342,WH-CEN-08,2025-07-02,2025-07-20,SHIPPED,STANDARD,5435 Rodriguez Landing,Lake Kaitlyn,OR,18961,,1,4769.6,EMP-00015,2026-04-30T04:36:50.726872
ORD-00009588,CUST-000273,WH-EAS-01,2025-08-03,2025-09-02,DELIVERED,ECONOMY,520 Larsen Garden,Port Molly,OH,11522,,3,54236.66,EMP-00039,2026-04-30T04:36:50.726872
ORD-00009589,CUST-000198,WH-NOR-05,2025-09-04,2025-09-20,DELIVERED,ECONOMY,99133 Hansen Extension Suite 445,Lake Meganfort,IN,00616,,4,47200.83,EMP-00165,2026-04-30T04:36:50.726872
ORD-00009590,CUST-000031,WH-NOR-05,2025-02-17,2025-03-05,DELIVERED,STANDARD,8405 Reilly Union,Port Sabrinaton,WI,66797,,2,58787.46,EMP-00086,2026-04-30T04:36:50.726872
ORD-00009591,CUST-000487,WH-EAS-01,2025-08-14,2025-09-10,PACKED,STANDARD,85007 Allen Causeway,Lake Anthony,MT,19766,,3,39482.33,EMP-00146,2026-04-30T04:36:50.726872
ORD-00009592,CUST-000388,WH-EAS-02,2025-01-21,2025-02-18,PACKED,EXPEDITED,16588 Regina Pass,Shawnmouth,MP,11913,,2,8219.43,EMP-00042,2026-04-30T04:36:50.726872
ORD-00009593,CUST-000378,WH-EAS-03,2025-04-22,2025-04-27,DELIVERED,STANDARD,7165 Phillips Junction,South Johnton,MH,27798,Civil resource bring vote simple vote.,2,42066.33,EMP-00180,2026-04-30T04:36:50.726872
ORD-00009594,CUST-000401,WH-CEN-08,2026-02-05,2026-02-20,DELIVERED,STANDARD,7663 Thomas Junctions,New Aaronchester,WI,45707,,3,30609.44,EMP-00026,2026-04-30T04:36:50.726872
ORD-00009595,CUST-000440,WH-SOU-09,2025-10-12,2025-11-10,SHIPPED,STANDARD,332 Flynn Fields Apt. 507,New Melindaport,MS,13757,,1,41283.58,EMP-00167,2026-04-30T04:36:50.726872
ORD-00009596,CUST-000022,WH-SOU-09,2025-03-09,2025-03-23,DELIVERED,STANDARD,360 Young Ferry,North Paula,KS,37756,,2,18136.17,EMP-00076,2026-04-30T04:36:50.726872
ORD-00009597,CUST-000040,WH-NOR-05,2026-01-01,2026-01-19,DELIVERED,ECONOMY,65039 James Parkway,North Nicoleville,NH,69805,,1,659.68,EMP-00124,2026-04-30T04:36:50.726872
ORD-00009598,CUST-000053,WH-CEN-08,2026-04-14,2026-04-29,PICKING,STANDARD,3746 Johnson Parks Apt. 439,South Sueton,NV,43610,,1,506.9,EMP-00183,2026-04-30T04:36:50.726872
ORD-00009599,CUST-000491,WH-SOU-09,2024-05-06,2024-05-30,DELIVERED,STANDARD,494 Maria Brooks,Port Breannafort,WA,04839,Nearly shake seven market television.,2,35190.31,EMP-00038,2026-04-30T04:36:50.726872
ORD-00009600,CUST-000461,WH-NOR-05,2026-01-06,2026-01-09,CANCELLED,EXPEDITED,1402 Kevin Ramp Apt. 129,Barneschester,KY,27735,,3,28262.0,EMP-00043,2026-04-30T04:36:50.726872
ORD-00009601,CUST-000285,WH-EAS-01,2024-12-14,2024-12-21,SHIPPED,STANDARD,46748 James Well Suite 255,Ruizbury,IA,50417,,1,3730.8,EMP-00177,2026-04-30T04:36:50.726872
ORD-00009602,CUST-000408,WH-CEN-08,2024-07-29,2024-08-06,PICKING,STANDARD,701 Walters Harbors Apt. 892,Lake Brian,MP,28877,,3,77633.95,EMP-00190,2026-04-30T04:36:50.726872
ORD-00009603,CUST-000204,WH-CEN-08,2025-05-25,2025-06-23,SHIPPED,STANDARD,1056 Mercer Junctions Apt. 351,East Noah,NC,93342,,2,15114.12,EMP-00186,2026-04-30T04:36:50.726872
ORD-00009604,CUST-000195,WH-NOR-04,2024-05-09,2024-05-25,PICKING,STANDARD,915 Sullivan Parkways Apt. 492,Robertchester,MT,80817,Case sound real any small.,2,3522.9,EMP-00114,2026-04-30T04:36:50.726872
ORD-00009605,CUST-000180,WH-NOR-04,2026-01-18,2026-02-09,PROCESSING,STANDARD,417 Lucero Course Apt. 107,New Rachelside,NM,97011,,1,42566.0,EMP-00171,2026-04-30T04:36:50.726872
ORD-00009606,CUST-000364,WH-EAS-01,2025-03-08,2025-03-14,SHIPPED,EXPEDITED,441 Eric Station,Robinsonberg,MN,60947,,1,19465.38,EMP-00123,2026-04-30T04:36:50.726872
ORD-00009607,CUST-000184,WH-EAS-01,2025-03-19,2025-04-03,SHIPPED,ECONOMY,9872 Christine Port,Landryfurt,NH,51529,,1,3544.92,EMP-00198,2026-04-30T04:36:50.726872
ORD-00009608,CUST-000348,WH-EAS-03,2025-09-24,2025-10-20,PROCESSING,STANDARD,1628 Jessica Creek Apt. 016,Stevenhaven,CA,46785,,1,26242.06,EMP-00081,2026-04-30T04:36:50.726872
ORD-00009609,CUST-000190,WH-EAS-06,2026-04-25,2026-05-08,DELIVERED,STANDARD,3023 April Spring Suite 670,Sophiastad,MT,55183,,2,10991.66,EMP-00082,2026-04-30T04:36:50.726872
ORD-00009610,CUST-000057,WH-CEN-10,2026-02-23,2026-03-20,DELIVERED,ECONOMY,71429 Amanda Grove,Corystad,VT,64271,,3,23118.13,EMP-00189,2026-04-30T04:36:50.726872
ORD-00009611,CUST-000059,WH-NOR-05,2025-01-29,2025-02-09,CONFIRMED,EXPEDITED,10101 Mora Divide,Jonathanberg,AS,53043,,3,34058.76,EMP-00115,2026-04-30T04:36:50.726872
ORD-00009612,CUST-000181,WH-EAS-02,2025-06-07,2025-07-01,PICKING,STANDARD,850 Jones Tunnel,Hernandezview,NY,43592,Chance whatever give attention woman be yourself body.,5,50754.77,EMP-00193,2026-04-30T04:36:50.726872
ORD-00009613,CUST-000079,WH-NOR-05,2024-10-30,2024-11-13,CANCELLED,STANDARD,70179 Tammy Via Apt. 950,Kyleton,CA,89262,,4,61791.54,EMP-00071,2026-04-30T04:36:50.726872
ORD-00009614,CUST-000171,WH-EAS-01,2024-06-26,2024-07-23,DELIVERED,STANDARD,20618 Campbell Hill,Adambury,ND,70232,,5,91267.89,EMP-00017,2026-04-30T04:36:50.726872
ORD-00009615,CUST-000456,WH-NOR-05,2025-07-30,2025-08-23,DELIVERED,STANDARD,52660 Zamora Prairie Suite 484,Jacksonmouth,OH,83053,,4,61028.67,EMP-00056,2026-04-30T04:36:50.726872
ORD-00009616,CUST-000158,WH-NOR-05,2024-06-26,2024-07-18,SHIPPED,EXPEDITED,086 Gray Radial Apt. 438,Christinemouth,UT,76729,,2,11424.9,EMP-00103,2026-04-30T04:36:50.726872
ORD-00009617,CUST-000372,WH-CEN-10,2024-10-13,2024-11-10,PACKED,STANDARD,11639 Sandy Mountain,East Katherine,ND,73187,,1,7313.4,EMP-00137,2026-04-30T04:36:50.726872
ORD-00009618,CUST-000152,WH-EAS-02,2025-11-30,2025-12-05,SHIPPED,STANDARD,121 Roth Forges,Lake Dalton,ID,54979,,2,75119.38,EMP-00061,2026-04-30T04:36:50.726872
ORD-00009619,CUST-000380,WH-EAS-01,2024-10-26,2024-11-22,SHIPPED,STANDARD,244 Austin Wall,East Susanberg,PW,67824,,1,508.74,EMP-00095,2026-04-30T04:36:50.726872
ORD-00009620,CUST-000235,WH-EAS-02,2026-03-01,2026-03-15,PACKED,STANDARD,805 Jason Extension Suite 394,Longhaven,OK,12108,,4,12440.86,EMP-00047,2026-04-30T04:36:50.726872
ORD-00009621,CUST-000392,WH-CEN-10,2024-09-25,2024-10-14,SHIPPED,STANDARD,5704 Martin Prairie,New Susanside,VT,42600,,4,24255.79,EMP-00119,2026-04-30T04:36:50.726872
ORD-00009622,CUST-000299,WH-CEN-10,2025-08-26,2025-09-13,PROCESSING,EXPEDITED,84403 Williams Mission,Beckermouth,KS,10776,,2,31389.37,EMP-00053,2026-04-30T04:36:50.726872
ORD-00009623,CUST-000154,WH-CEN-10,2025-10-31,2025-11-22,PROCESSING,STANDARD,81543 Brian Views Suite 413,New Anita,DE,36262,,3,35851.86,EMP-00070,2026-04-30T04:36:50.726872
ORD-00009624,CUST-000287,WH-EAS-01,2024-06-22,2024-06-27,SHIPPED,STANDARD,18750 Tonya Spurs Suite 629,West Christopherberg,PA,07082,,1,3384.78,EMP-00123,2026-04-30T04:36:50.726872
ORD-00009625,CUST-000371,WH-NOR-05,2025-10-15,2025-10-18,DELIVERED,STANDARD,893 Ryan Hills,Jacquelineshire,AR,80450,Approach realize design task.,3,34774.83,EMP-00006,2026-04-30T04:36:50.726872
ORD-00009626,CUST-000375,WH-CEN-10,2024-11-26,2024-12-25,SHIPPED,ECONOMY,6468 Jones Trace,North Dennis,MO,98713,,3,27637.09,EMP-00008,2026-04-30T04:36:50.726872
ORD-00009627,CUST-000060,WH-EAS-02,2025-06-25,2025-07-14,SHIPPED,URGENT,88018 Arnold Fort Suite 251,Smithburgh,CO,49777,,2,44655.72,EMP-00159,2026-04-30T04:36:50.726872
ORD-00009628,CUST-000495,WH-NOR-04,2025-10-16,2025-11-12,PICKING,STANDARD,56782 Gray Glen Apt. 897,Bradleychester,OK,04511,,1,14186.2,EMP-00170,2026-04-30T04:36:50.726872
ORD-00009629,CUST-000037,WH-WES-07,2025-11-21,2025-11-28,CONFIRMED,STANDARD,258 Miranda Course Apt. 918,Port Eric,WV,95401,,2,68052.12,EMP-00178,2026-04-30T04:36:50.726872
ORD-00009630,CUST-000424,WH-NOR-05,2024-09-11,2024-09-17,DELIVERED,STANDARD,5562 Jones Alley Apt. 839,North Jeromeborough,OH,42236,,1,38190.68,EMP-00168,2026-04-30T04:36:50.726872
ORD-00009631,CUST-000313,WH-EAS-06,2024-05-28,2024-06-07,PACKED,STANDARD,8265 Mullins Lock,Robbinsfort,PW,74461,,3,48217.56,EMP-00035,2026-04-30T04:36:50.726872
ORD-00009632,CUST-000462,WH-EAS-01,2025-01-01,2025-01-20,SHIPPED,STANDARD,955 Eric Springs,Wiseport,KY,09470,,1,3203.76,EMP-00164,2026-04-30T04:36:50.726872
ORD-00009633,CUST-000110,WH-EAS-03,2025-01-27,2025-02-20,SHIPPED,STANDARD,1997 Maddox Knolls,West Karen,UT,03866,,3,19139.09,EMP-00182,2026-04-30T04:36:50.726872
ORD-00009634,CUST-000099,WH-EAS-06,2025-08-05,2025-08-08,CANCELLED,EXPEDITED,1777 Rubio Terrace Apt. 667,Wilsonville,OH,98891,,6,116085.83,EMP-00010,2026-04-30T04:36:50.726872
ORD-00009635,CUST-000030,WH-EAS-03,2024-09-26,2024-10-26,SHIPPED,STANDARD,1717 Erica Mills,Zacharystad,SD,22621,,2,16535.97,EMP-00112,2026-04-30T04:36:50.726872
ORD-00009636,CUST-000270,WH-NOR-04,2026-02-28,2026-03-29,PICKING,EXPEDITED,1044 Smith Plaza,Port Keith,VI,34824,,4,56055.29,EMP-00090,2026-04-30T04:36:50.726872
ORD-00009637,CUST-000183,WH-CEN-10,2025-01-03,2025-01-29,DELIVERED,EXPEDITED,211 Maria Fort,South Jody,CO,99039,,1,18918.65,EMP-00071,2026-04-30T04:36:50.726872
ORD-00009638,CUST-000052,WH-EAS-01,2024-09-14,2024-09-26,SHIPPED,STANDARD,013 Ramirez Green,Dianamouth,MS,31394,,3,68781.52,EMP-00032,2026-04-30T04:36:50.726872
ORD-00009639,CUST-000435,WH-EAS-06,2024-07-06,2024-07-20,DELIVERED,STANDARD,4024 Cook Ranch Suite 382,North Brandonside,PW,07072,International government if traditional understand better.,1,3032.89,EMP-00122,2026-04-30T04:36:50.726872
ORD-00009640,CUST-000310,WH-WES-07,2024-08-28,2024-09-13,DELIVERED,STANDARD,44971 Sara Mall Suite 314,West Zachary,TX,56527,,2,37987.5,EMP-00056,2026-04-30T04:36:50.726872
ORD-00009641,CUST-000061,WH-NOR-05,2025-06-13,2025-06-30,PROCESSING,STANDARD,2632 Gibbs Heights Apt. 022,Contrerasberg,MN,05284,,2,26395.65,EMP-00114,2026-04-30T04:36:50.726872
ORD-00009642,CUST-000303,WH-EAS-01,2024-06-18,2024-06-21,PICKING,STANDARD,2850 Wagner Shoals,Christinaburgh,NH,86323,,3,31432.57,EMP-00036,2026-04-30T04:36:50.726872
ORD-00009643,CUST-000235,WH-EAS-03,2026-04-06,2026-05-02,SHIPPED,EXPEDITED,05052 Dennis Junctions Suite 452,Garciaton,KY,97945,,2,34363.84,EMP-00049,2026-04-30T04:36:50.726872
ORD-00009644,CUST-000022,WH-SOU-09,2025-05-24,2025-06-12,DELIVERED,STANDARD,216 Bennett Rapid Suite 375,Millershire,LA,11014,,5,73524.2,EMP-00180,2026-04-30T04:36:50.726872
ORD-00009645,CUST-000492,WH-NOR-05,2026-03-03,2026-04-01,SHIPPED,EXPEDITED,97891 Berger Greens,Rachelberg,CA,40872,,2,73694.52,EMP-00185,2026-04-30T04:36:50.726872
ORD-00009646,CUST-000332,WH-WES-07,2024-08-17,2024-09-09,DELIVERED,ECONOMY,17542 Ronald Inlet Suite 208,Robertmouth,SD,62536,,4,21918.28,EMP-00146,2026-04-30T04:36:50.726872
ORD-00009647,CUST-000347,WH-WES-07,2025-12-12,2025-12-18,DELIVERED,STANDARD,64603 Karl Light,Fernandezview,WA,16815,That rich five fight.,3,53896.26,EMP-00043,2026-04-30T04:36:50.726872
ORD-00009648,CUST-000423,WH-NOR-05,2024-07-31,2024-08-28,DELIVERED,STANDARD,591 Johnson Tunnel,New Elizabethland,KY,96289,,5,31630.48,EMP-00061,2026-04-30T04:36:50.726872
ORD-00009649,CUST-000060,WH-EAS-03,2024-10-20,2024-11-18,CONFIRMED,STANDARD,851 Joseph Road,Nelsonview,WA,85889,,3,21139.26,EMP-00151,2026-04-30T04:36:50.726872
ORD-00009650,CUST-000133,WH-EAS-03,2025-10-20,2025-11-19,DELIVERED,EXPEDITED,776 Cohen Gardens,Robertfurt,ND,45949,,1,35476.7,EMP-00183,2026-04-30T04:36:50.726872
ORD-00009651,CUST-000068,WH-CEN-08,2025-09-15,2025-10-05,SHIPPED,STANDARD,516 Ho Lodge Apt. 341,Barnesshire,SC,34143,,3,38951.57,EMP-00183,2026-04-30T04:36:50.726872
ORD-00009652,CUST-000176,WH-EAS-01,2024-06-16,2024-06-25,DELIVERED,STANDARD,39233 Christopher Islands Apt. 324,West Stevenborough,SD,56945,,2,51295.2,EMP-00074,2026-04-30T04:36:50.726872
ORD-00009653,CUST-000262,WH-CEN-10,2026-02-12,2026-02-27,PACKED,ECONOMY,0028 Sheri Prairie Suite 533,South Taylorshire,IA,84137,,3,25344.97,EMP-00137,2026-04-30T04:36:50.726872
ORD-00009654,CUST-000365,WH-EAS-02,2025-06-04,2025-07-04,DELIVERED,URGENT,7093 Graves Forks,West Ashleymouth,NM,94968,,2,45290.98,EMP-00075,2026-04-30T04:36:50.726872
ORD-00009655,CUST-000468,WH-SOU-09,2026-02-20,2026-03-15,PROCESSING,STANDARD,51895 Amanda Loaf,South Lisa,KS,43831,,3,10656.66,EMP-00007,2026-04-30T04:36:50.726872
ORD-00009656,CUST-000255,WH-EAS-03,2025-11-24,2025-12-10,SHIPPED,EXPEDITED,069 Anna Keys Apt. 359,West Heidihaven,SC,76185,,3,33313.29,EMP-00149,2026-04-30T04:36:50.726872
ORD-00009657,CUST-000418,WH-EAS-06,2025-07-07,2025-07-10,SHIPPED,STANDARD,84579 Rangel Burgs,Port Jenniferfort,GU,70908,,2,110288.77,EMP-00175,2026-04-30T04:36:50.726872
ORD-00009658,CUST-000399,WH-EAS-02,2024-05-17,2024-05-27,DELIVERED,STANDARD,070 Jonathan Mountain Suite 977,North Waynestad,ID,01302,,2,23491.64,EMP-00128,2026-04-30T04:36:50.726872
ORD-00009659,CUST-000043,WH-EAS-02,2025-03-31,2025-04-23,SHIPPED,STANDARD,515 Boyle Walks Suite 526,Christopherville,WV,72833,,2,24909.43,EMP-00154,2026-04-30T04:36:50.726872
ORD-00009660,CUST-000226,WH-NOR-05,2025-04-19,2025-05-19,DELIVERED,STANDARD,1670 Mitchell Well Suite 779,North Lawrence,TX,41607,,1,18757.76,EMP-00018,2026-04-30T04:36:50.726872
ORD-00009661,CUST-000084,WH-CEN-10,2024-07-27,2024-08-04,SHIPPED,STANDARD,7141 Sally Villages,Dixonstad,GU,68637,,6,28521.81,EMP-00030,2026-04-30T04:36:50.726872
ORD-00009662,CUST-000413,WH-EAS-02,2024-11-03,2024-11-21,DELIVERED,STANDARD,686 Gloria Stravenue Suite 538,South Juan,IA,21708,,5,75090.28,EMP-00056,2026-04-30T04:36:50.726872
ORD-00009663,CUST-000325,WH-EAS-01,2025-08-18,2025-09-05,DELIVERED,EXPEDITED,8793 Ryan Key Suite 638,Saraside,AR,64285,,3,24974.18,EMP-00122,2026-04-30T04:36:50.726872
ORD-00009664,CUST-000050,WH-EAS-02,2025-02-03,2025-02-21,CONFIRMED,ECONOMY,4568 Taylor Knoll,South Jasmine,MS,49547,,4,18709.22,EMP-00178,2026-04-30T04:36:50.726872
ORD-00009665,CUST-000141,WH-SOU-09,2026-04-12,2026-05-04,PACKED,STANDARD,51674 Edwards Corner Apt. 878,Patriciahaven,MA,71391,Wait tend technology mother.,2,15982.7,EMP-00154,2026-04-30T04:36:50.726872
ORD-00009666,CUST-000208,WH-EAS-01,2025-03-23,2025-04-22,DELIVERED,STANDARD,7662 Wood Springs,West Kevin,SD,36948,,2,47641.28,EMP-00010,2026-04-30T04:36:50.726872
ORD-00009667,CUST-000274,WH-EAS-06,2024-05-23,2024-06-19,PROCESSING,EXPEDITED,4147 Jackson Orchard Apt. 623,Crystalport,IN,03637,,1,35781.33,EMP-00160,2026-04-30T04:36:50.726872
ORD-00009668,CUST-000212,WH-SOU-09,2025-12-08,2026-01-06,SHIPPED,URGENT,1574 Munoz Freeway,East Frances,MD,71578,,4,53226.15,EMP-00084,2026-04-30T04:36:50.726872
ORD-00009669,CUST-000093,WH-SOU-09,2026-03-26,2026-04-20,PICKING,STANDARD,283 Victoria River,South Tylershire,PA,05824,,2,32800.05,EMP-00181,2026-04-30T04:36:50.726872
ORD-00009670,CUST-000256,WH-EAS-03,2024-11-04,2024-11-27,SHIPPED,EXPEDITED,358 Kane Rapids,New Ritamouth,IL,36835,General drug civil involve church job size.,5,85912.15,EMP-00060,2026-04-30T04:36:50.726872
ORD-00009671,CUST-000119,WH-CEN-10,2025-08-06,2025-08-26,DELIVERED,STANDARD,750 Jackson Port,Youngville,MA,24613,,3,29605.2,EMP-00030,2026-04-30T04:36:50.726872
ORD-00009672,CUST-000014,WH-SOU-09,2024-07-19,2024-08-05,DELIVERED,STANDARD,040 Rich Ranch,Kylebury,NH,64677,,4,36144.78,EMP-00015,2026-04-30T04:36:50.726872
ORD-00009673,CUST-000476,WH-SOU-09,2025-07-01,2025-07-15,DELIVERED,STANDARD,886 Hobbs Highway Apt. 312,Rayfort,IL,57132,,1,15858.92,EMP-00041,2026-04-30T04:36:50.726872
ORD-00009674,CUST-000155,WH-EAS-02,2024-09-19,2024-09-29,DELIVERED,EXPEDITED,3900 Stephanie Square Apt. 192,New Tammy,IL,95981,,2,28481.67,EMP-00151,2026-04-30T04:36:50.726872
ORD-00009675,CUST-000351,WH-SOU-09,2025-03-07,2025-03-18,PROCESSING,STANDARD,03922 Wagner Locks Apt. 919,South Molly,VT,23523,,3,60463.58,EMP-00003,2026-04-30T04:36:50.726872
ORD-00009676,CUST-000490,WH-WES-07,2024-09-25,2024-10-07,CANCELLED,STANDARD,0324 Amber Ville,Paulside,UT,88303,,3,17402.48,EMP-00080,2026-04-30T04:36:50.726872
ORD-00009677,CUST-000119,WH-CEN-08,2024-08-22,2024-08-25,CONFIRMED,URGENT,68143 Cabrera Forest,West David,MP,64456,,4,72107.95,EMP-00091,2026-04-30T04:36:50.726872
ORD-00009678,CUST-000025,WH-WES-07,2026-02-01,2026-02-16,CANCELLED,STANDARD,9160 Earl Road Suite 612,Hicksstad,MP,86545,,1,18245.16,EMP-00037,2026-04-30T04:36:50.726872
ORD-00009679,CUST-000498,WH-EAS-06,2025-02-15,2025-03-08,SHIPPED,URGENT,102 Bishop Lights Suite 155,Stephenbury,OR,97936,,2,19301.8,EMP-00170,2026-04-30T04:36:50.726872
ORD-00009680,CUST-000057,WH-SOU-09,2024-09-14,2024-09-30,DELIVERED,STANDARD,83593 Michael Manor,Clarkville,VI,73359,,1,621.95,EMP-00060,2026-04-30T04:36:50.726872
ORD-00009681,CUST-000264,WH-EAS-02,2025-04-10,2025-04-24,SHIPPED,STANDARD,366 Caleb Glens,Loveport,MD,32345,,3,12747.16,EMP-00069,2026-04-30T04:36:50.726872
ORD-00009682,CUST-000101,WH-CEN-10,2025-08-16,2025-09-02,DELIVERED,STANDARD,64634 Simpson Estate Apt. 113,West Markburgh,MO,44163,,1,6417.72,EMP-00124,2026-04-30T04:36:50.726872
ORD-00009683,CUST-000192,WH-EAS-01,2025-11-18,2025-12-01,CANCELLED,STANDARD,4787 Bryant Causeway,Annetown,WY,04214,,5,101087.48,EMP-00138,2026-04-30T04:36:50.726872
ORD-00009684,CUST-000209,WH-EAS-01,2026-03-22,2026-04-19,SHIPPED,STANDARD,78492 Lindsay Greens,Gilbertview,ND,57865,,1,8097.91,EMP-00052,2026-04-30T04:36:50.726872
ORD-00009685,CUST-000025,WH-NOR-05,2025-07-21,2025-08-19,SHIPPED,URGENT,23522 Obrien Crescent,Lake Shanefort,NJ,03105,,2,39688.22,EMP-00136,2026-04-30T04:36:50.726872
ORD-00009686,CUST-000148,WH-CEN-10,2024-09-15,2024-10-13,SHIPPED,STANDARD,23287 Emma Haven,North Bailey,IA,69400,Any different possible court campaign.,1,65.8,EMP-00200,2026-04-30T04:36:50.726872
ORD-00009687,CUST-000208,WH-NOR-05,2025-12-29,2026-01-02,PACKED,STANDARD,221 Hernandez Rapid Suite 850,Brittanymouth,WA,78878,,4,19998.72,EMP-00099,2026-04-30T04:36:50.726872
ORD-00009688,CUST-000082,WH-CEN-08,2024-09-21,2024-10-01,PICKING,EXPEDITED,64306 Love Valleys Suite 407,Port Michael,AK,35377,,3,26328.19,EMP-00164,2026-04-30T04:36:50.726872
ORD-00009689,CUST-000071,WH-CEN-10,2025-03-21,2025-04-14,DELIVERED,STANDARD,0197 Kyle Trail Apt. 320,Montoyashire,PR,53014,,1,7945.9,EMP-00175,2026-04-30T04:36:50.726872
ORD-00009690,CUST-000254,WH-CEN-10,2025-11-24,2025-11-28,DELIVERED,EXPEDITED,610 Anthony Pines,Henryburgh,PR,21948,,2,19097.46,EMP-00129,2026-04-30T04:36:50.726872
ORD-00009691,CUST-000010,WH-WES-07,2025-06-16,2025-06-25,PICKING,STANDARD,696 John Mountains,Yuland,MD,50724,,2,10340.01,EMP-00028,2026-04-30T04:36:50.726872
ORD-00009692,CUST-000465,WH-WES-07,2024-08-19,2024-09-02,PICKING,STANDARD,33079 Matthews Place Apt. 354,Claytonshire,FM,15042,,3,102026.66,EMP-00168,2026-04-30T04:36:50.726872
ORD-00009693,CUST-000271,WH-NOR-04,2025-05-13,2025-05-31,PICKING,ECONOMY,58292 Thomas Mall,West Kristy,PR,50916,,1,9510.07,EMP-00159,2026-04-30T04:36:50.726872
ORD-00009694,CUST-000037,WH-NOR-05,2024-11-21,2024-11-24,PROCESSING,STANDARD,57363 Gary Pines Apt. 264,New Michael,DE,19239,,2,7072.74,EMP-00031,2026-04-30T04:36:50.726872
ORD-00009695,CUST-000250,WH-NOR-04,2025-04-30,2025-05-28,PICKING,URGENT,025 Martinez Port Suite 792,East Ericside,NY,16115,,4,15433.47,EMP-00143,2026-04-30T04:36:50.726872
ORD-00009696,CUST-000065,WH-EAS-03,2025-06-01,2025-06-12,PROCESSING,STANDARD,161 Sutton Light,North Rogerburgh,PW,04670,,2,18401.73,EMP-00079,2026-04-30T04:36:50.726872
ORD-00009697,CUST-000302,WH-EAS-01,2025-03-01,2025-03-26,PICKING,STANDARD,402 Gary Field Suite 653,Cruzmouth,NC,31761,,1,2590.0,EMP-00010,2026-04-30T04:36:50.726872
ORD-00009698,CUST-000332,WH-SOU-09,2024-10-10,2024-10-19,PICKING,STANDARD,991 Adam Green Suite 863,West Jason,DE,53737,,3,55696.71,EMP-00142,2026-04-30T04:36:50.726872
ORD-00009699,CUST-000256,WH-NOR-04,2024-05-29,2024-06-22,SHIPPED,EXPEDITED,28171 Hull Pass Suite 432,Nolanland,MN,76414,,2,21961.66,EMP-00160,2026-04-30T04:36:50.726872
ORD-00009700,CUST-000463,WH-NOR-04,2026-01-14,2026-01-17,DELIVERED,STANDARD,750 Garrett Inlet Apt. 715,Port Justinview,AL,02246,,2,32289.31,EMP-00002,2026-04-30T04:36:50.726872
ORD-00009701,CUST-000139,WH-EAS-02,2024-07-02,2024-07-11,PICKING,URGENT,27407 Robert Fields,Rebeccaborough,CT,16770,,4,59596.42,EMP-00115,2026-04-30T04:36:50.726872
ORD-00009702,CUST-000089,WH-CEN-10,2025-08-05,2025-08-19,CANCELLED,STANDARD,9392 Baker Street,Fischerport,NH,52061,North yet girl do figure collection agreement.,2,5299.18,EMP-00043,2026-04-30T04:36:50.726872
ORD-00009703,CUST-000253,WH-CEN-08,2025-09-29,2025-10-04,DELIVERED,URGENT,8327 Padilla Inlet Suite 261,North Tamaraview,NE,89059,,2,8747.08,EMP-00122,2026-04-30T04:36:50.726872
ORD-00009704,CUST-000488,WH-CEN-08,2025-05-12,2025-05-29,CANCELLED,STANDARD,7935 Kimberly Fork Apt. 054,West Amy,NH,70750,,1,24065.7,EMP-00141,2026-04-30T04:36:50.726872
ORD-00009705,CUST-000337,WH-EAS-01,2024-11-19,2024-12-08,PROCESSING,ECONOMY,13271 Johnson Glens,Lake Erin,GU,85760,,1,22619.18,EMP-00199,2026-04-30T04:36:50.726872
ORD-00009706,CUST-000473,WH-CEN-08,2024-09-20,2024-10-09,CANCELLED,STANDARD,8684 Reyes Path Suite 803,Cooleyton,DE,66287,,3,54001.48,EMP-00191,2026-04-30T04:36:50.726872
ORD-00009707,CUST-000151,WH-WES-07,2024-06-13,2024-06-30,DELIVERED,STANDARD,871 Wood Summit,East Alexanderport,NH,46785,How rest game particular customer.,6,91924.61,EMP-00064,2026-04-30T04:36:50.726872
ORD-00009708,CUST-000278,WH-EAS-03,2025-06-07,2025-07-07,PICKING,STANDARD,032 Wright Ridges,West Deanna,MT,36610,,5,31589.41,EMP-00127,2026-04-30T04:36:50.726872
ORD-00009709,CUST-000383,WH-EAS-03,2025-11-22,2025-12-09,PACKED,STANDARD,604 Mark Bridge,East Brandonshire,TN,21940,East task break maintain summer conference laugh.,2,41711.26,EMP-00149,2026-04-30T04:36:50.726872
ORD-00009710,CUST-000047,WH-NOR-04,2025-02-17,2025-02-23,SHIPPED,URGENT,20458 Walsh Road,North Ashley,AK,49322,Throw example here himself practice position money.,4,37310.5,EMP-00045,2026-04-30T04:36:50.726872
ORD-00009711,CUST-000343,WH-EAS-02,2026-01-18,2026-01-24,PICKING,STANDARD,791 Henderson Plains,West Beverlyton,MO,14451,,3,32177.22,EMP-00124,2026-04-30T04:36:50.726872
ORD-00009712,CUST-000047,WH-EAS-01,2026-04-27,2026-05-22,PROCESSING,STANDARD,54704 Smith Brook Suite 153,Port Eric,TN,55496,,1,4566.25,EMP-00040,2026-04-30T04:36:50.726872
